bubble,10,1.34348e-06
insertion,10,7.108e-07
selection,10,9.3306e-07
quicksort,10,7.9312e-07
bubble,100,0.000359317
insertion,100,4.64637e-05
selection,100,4.7283e-05
quicksort,100,1.39221e-05
bubble,1000,0.033123
insertion,1000,0.0139158
selection,1000,0.0116504
quicksort,1000,0.000603
bubble,5000,0.96763
insertion,5000,0.444111
selection,5000,0.317319
quicksort,5000,0.0063158
bubble,10000,4.09527
insertion,10000,1.79825
selection,10000,1.3524
quicksort,10000,0.00831012
