bubble,10,1.847e-06
insertion,10,1.115e-06
selection,10,1.078e-06
quicksort,10,9.39e-07
bubble,100,0.000138827
insertion,100,8.9964e-05
selection,100,4.3436e-05
quicksort,100,5.2875e-05
bubble,1000,0.0336702
insertion,1000,0.0179738
selection,1000,0.00398849
quicksort,1000,0.0129443
bubble,5000,1.02642
insertion,5000,1.29066
selection,5000,0.425561
quicksort,5000,0.54371
bubble,10000,4.1979
insertion,10000,3.3976
selection,10000,1.13052
quicksort,10000,1.47773
